Product,Category_x,Price_x,Individual Review,Location,Date,Review,Helpful
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-05-17,"
  Great value and quality just loved them
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,2.0,United Kingdom,2020-06-13,"
  These are far smaller than they appear. Not good for moving
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-19,"
  Will do the job very well
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-04-06,"
  Very happy
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-04-06,"
  Fantastic
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-23,"
  Ideal for a student move and loft storage
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2019-12-30,"
  Well worth the money for storage boxes. We'll made, strong and sturdy
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-04-09,"
  Great product
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-04-09,"
  Used for vlothing
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-06-05,"
  Great purchase!
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-04-30,"
  Just  what we hoped for.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-05-15,"
  Great product and the teabag was a lovely touch
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-05-14,"
  I used this product for packing for house move.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-05-30,"
  Great product
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-06-04,"
  Perfect 👌 and the cup of tea is a nice touch 😂
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-16,"
  Excellent quality and amazing surprise in the box - see photo attached.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-05-17,"
  Sturdy and durable.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-05-18,"
  Perfect for moving home.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-04-29,"
  Very good size. I ordered 2 sets
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-04-22,"
  Ok
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-03-28,"
  A****
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-05-01,"
  Very good product.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-03-21,"
  GREAT!!!!!
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2019-12-15,"These arrive we packed and protected. They are heavy when all together so ensure you can move them into your house.

It's nice to get all the accessories you need to pack and this kit is certainly loaded with

Fragile tape,
Marker pen,
Fragile stickers

And a Yorkshire teabag for when you need a break.

The boxes are sturdy and can certainly hold a decent amount of weight, they are a little smaller than I had expected but the measure as advertised and I still managed to box up my flat for moving.

Overall a decent price for what's included.",16
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-02-14,"These boxes are sturdy and easy to carry with punched grips.
I have many other boxes but they all have to be returned, to the Removal Company.
These DIRECT boxes I purchased off Amazon twice now, have a clear logo on the side; this means I can identify and keep the boxes I paid for.
I can return the others boxes to the Removal Company but I do not have to unpack these Direct boxes, until I am ready.
The Direct boxes come with a handy marking pen, 'Fragile' tape and a teabag!",15
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,4.0,United Kingdom,2020-05-22,"
  Great product. Comes flat packed and with enough tape roll to assemble all of them. A marker, FRAGILE stickers and a Yorkshire tea bag come with the lot. Perfect size that prevents to pack very heavy boxes. Reusable and great for movings (tick boxes according to room origin). Would recommend and buy again if needed.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-31,"
  I waited for this item, it was just delivered at 10pm after driver said he had delivered it to me previously. anyway highly delighted with it and will buy again if needed
",1
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,4.0,United Kingdom,2020-06-10,"
  Clearly excellent quality- but just too small. I would recommend these for books or folders as this would make them a manageable weight for self-moves. My frying pan barely fits horizontally so not great for much else. The pluses are the little packaging, the box with the tape, pen and tea, w d the price.  I will definitely stick with this company- just hope this helps you purchase the right size box.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-23,"
  Brilliant little set for moving the boxes are very sturdy and durable easy to assemble and even can be used again the tape and stickers with the pen cane packaged well and the teabag is a brilliant touch loved it helped make packing less stressful
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-23,"
  Sturdy double walled boxes. Used for packing (lots of) my father-in-law’s book collection for transport/storage. Survived the journey well.  Just about as big as you'd want for books/magazines. Any bigger a box and they'd be way too heavy to move (bought size 47x31.5x30cm). Come with marker pen, tape and free tea bag.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-17,"
  Very sturdy, can fit a surprising amount in there, contains tape that is abit flimsy but still does the job, a marker and some fragile stickers, perfect for what I need it for - do recommend
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-04-08,"
  Great quality boxes, there were 2 out of 50 of which handle did not survive the weight when pulling out of the car. Other than that I highly recommend and would buy it again when needed. Great  and quick delivery service!!
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-12,"
  Perfectly sturdy boxes, great size, love the hand-holes and the little box with tape, fragile stickers, pen AND teabags was the icing on the cake! Highly recommended! 👍
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-05-17,"
  Quality box with openings for your hands at the side . Perfect for moving house. Also comes with some extras including labels and a pen marker.Just makes things bit easier.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2019-12-29,"
  Great for moving, sturdy cones with tape and marker for labelling, slots at the sides for easy carrying, very pleased with my purchase
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-06-04,"
  Good quality boxes, still need to get some slightly bigger but these are fine for smaller items, cups plates books etc.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-06-12,"
  Good but smaller than I anticipated and what was shown on the advertisement (the pic with the man and the van)
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-01-12,"
  Really top notch quality for moving, and nice touch with the fragile tape & stickers and permanent marker for labelling purposes. Nice size too.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-04-29,"
  A good size box and easy to handle.  A good service and will definitely use again.Thanks
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-06-23,"
  They are tough and have ordered some more...even it's easy to label as it has pictures to tick and space for writing what's included in the box
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-06-20,"
  Good sturdy boxes, they are medium size, thought they'd be bigger but still good
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-06-13,"
  Fantastic! Everything you need including tea.. Great touch thankyou!!
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-24,"
  These are good quality, the size as stated, very sturdy, would recommend
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-16,"
  Just what was needed and the customer support is outstanding!
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-06-28,"
  Next time when i need of box i will buy the same at the same place! It's awesome for that money! Thank you.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-16,"
  Brilliant, sturdy boxes. Tape, marker pen and a Teabag too!
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-07,"
  Spot on for moving. Moving tea bag is a nice treat too.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-04-05,"
  First rate boxes.  Strong and extremely sturdy in holding light or heavy items.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-04-30,"
  Good boxes, strong and sturdy, packed books in mine and held up well.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2019-12-04,"
  Great solid boxes, couldn't expect more for the price, great tape and pen too, thanks
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-21,"
  Good solid boxes;  good size.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-23,"
  Exactly as described
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-19,"
  Good quality boxes
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-05-28,"
  Good for the job in hand
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,4.0,United Kingdom,2020-04-18,"
  Amallert Gabbi anticipated, but that serves me right for not checking the size. I certainly wouldn't class them as extra large. Other than that good product.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-14,"
  Great boxes
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-06-04,"
  Just as described.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-04-03,"
  As described
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-04-14,"
  If you moving out. Don't do it without these boxes. And by the way. Thank you for the tea. :)
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-06-22,"
  Excellent product!
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-08,"
  It does the job, strong and reliable. They included a marker pen and tape, which is handy !Also included a lovely teabag, an essential for when moving homes ! :)
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-05-11,"
  Strong boxes, £20 for 15 boxes was worth it. Boxes were large, sturdy and strong. Comes with fragile tale and marker.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-06-10,"
  Great boxes hopefully will stand up yo moving .I'm sure they will
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-05-09,"
  Good price, good sturdy boxes. Delivered quickly.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-02-20,"
  I purchased this as the reviews said you got a tea bag. YOU DO! 😂😂😂The boxes are good too.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-07-25,"
  Great product and cute little extra with the box of goodies and good luck message
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-02-10,"
  It is easy to be carried, of medium size and provide good help in arranging my items for moving.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-05-04,"
  Great boxes - just about to order more!!!
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-04-22,"
  Very sturdy
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-03-11,"
  Easy to assemble, strong and easy to handle.
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,1.0,United Kingdom,2020-06-03,"
  Not sure what happened but I only received 5 boxes...
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-06-14,"
  Match expectations
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2019-12-30,"
  Fantastic
",0
15 Strong Large Cardboard Storage Moving House Boxes with 66m Fragile Tape 47cm x 31.5cm x 30cm 44 Litres,officeproduct,22.99,5.0,United Kingdom,2020-04-30,"
  They are strong easy to assemble comes with tape, pen and stickers that say fragile. Has holes either side to put ur hands to hold the box. Definately worth buying
",0
Dunlop Compass Flick Bell,shoes,10.10,4.0,United Kingdom,2020-02-05,"
  Great boots in fact this is my second pair as my others wore out. I use them for dog walking, gardening, DIY so they get a lot of use. They are comfortable but a little on the generous size but as I put insoles to make them more comfy it is not a massive issue. For the price these are the best on the market, I have bought more expensive brands but they don't last as long and often split and leak.
",24
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-01-26,"
  Simple pair of wellies. The size is, as you would expect, slightly larger than a shoe equivalent, all my wellies are like this. I get the shoe size and am happy as I can wear thermal socks on top of normal ones and have warm feet in the winter.These appear to be exactly the same quality as the previous pairs I have bought (I get through a pair every couple of years) and decent value. They are flexible and easy to get my feet in and out of.
",49
Dunlop Compass Flick Bell,shoes,10.10,4.0,United Kingdom,2020-02-19,"
  the product is good standard Dunlop and fits with a little room to spare as one would hope with wellies but the production or packing methods mean the boots emit an overwhelming rubber/chemical smell for about a week especially if kept near a  hot radiator.  Initially i was told to try 'cleaning them out' by the seller but after my further query the seller did offer to take them back .  However by the time I was able to do the return the smell had faded almost completely so i decided to keep the boots which are otherwise fine.
",11
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-08-01,"
  Haven’t had the chance to test them out yet, but they’re really comfy, quite roomy and as others reviewers have mentioned, probably half a size bigger, but I like that so I’ll be able to wear thick socks with them in winter. Really pleased!
",5
Dunlop Compass Flick Bell,shoes,10.10,1.0,United Kingdom,2020-03-26,"I wear size 12 wellies.
I ordered 12 they were hugely oversized and totally unwearable.
I ordered 11 and remarkably they were also far too big.
I now have £24 spent on these wellies that I can't wear nor return (as its costs £26 to do so).
Considering filling with soil as a garden planter.",4
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2019-12-08,"
  These wellies are comfortable for walking, good well made footbed and good grip for country walks.  Are they as sexy as the Hunter wellies or as twee as the Joules wellies?  No.  Do they look good in hot pants in the VIP area?  Hmmmm no.  However, what they are is green solid kick arse wellies which do everything they are supposed to.Delivery was super quick, they are well priced.
",3
Dunlop Compass Flick Bell,shoes,10.10,1.0,United Kingdom,2019-12-09,"
  Found these enormous, too wide at the top of the boot as well.Definitely should have gone for a size or two smaller.
",5
Dunlop Compass Flick Bell,shoes,10.10,4.0,United Kingdom,2020-04-10,"
  I've only had these boots for a few days and the weather being what it is atm, glorious, I've not been able to test them out.  They look okay and the soles are lovely and thick so I can walk over rugged areas and therefore I'm sure they are okay. Best to ask me to review them in a few months time when I may have been able to really put them to the test.  Having said that they feel strong, look robust so atm I'm happy to have boots, for working in, gardening and walking through muddy fields etc. They're functional boots and that is what I needed :)
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-05-20,"
  Been through thick mud, sand, ponds, sharp brush over many hours and they still hold. Even regulary use to kick things in place while I'm working about. For the price, excellent quality. They will being to deteriote after a few years of regular use, but what do you expect for this price. I think they also look quite nice. If however, you need a fashionable pair of boots to walk your pedigree down a country lane or camp at glasto then I would suggest you get a pair of Hunters.
",0
Dunlop Compass Flick Bell,shoes,10.10,3.0,United Kingdom,2020-06-01,"
  These boots are too wide fitting. Far wider than my current boots which I am replacing, and I have a normal size foot. Also they are a bit floppy, i.e. not rigid enough. They don't stand up by themselves which is annoying when trying to put your feet into them.
",2
Dunlop Compass Flick Bell,shoes,10.10,3.0,United Kingdom,2020-07-16,"Really not sure what to say as I will have to return these.

The quality and size is fine. However, my leg calves are being squeezed and cutting off the circulation and it's actually very painful.

Not quite sure what has happened as I've not had this issue before.

Good size for those with no leg muscles.",1
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-02-03,"
  No nonsense wellies,delivered early I've lost count of how many pairs I've had over the years,I keep rotties so do about 8 miles a day in them,a pair usually lasts me about 2 years,these were bought to replace an identical pair.i don't think you can beat them for the price.
",0
Dunlop Compass Flick Bell,shoes,10.10,3.0,United Kingdom,2020-07-21,"
  These are good for gardening but I was disappointed in how heavy they are in ireland it rains to much and I'm in countryside I wanted a wellyboots I could walk in these are great for keeping rain of your feet but heavy than I thought. However good wellyboots despite the weight
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-06-05,"
  Excellent wellies.... i think someone mentioned they are 'generous' in size and this is true... either a size smaller or thick socks should solve it but for pottering around the garden they are finewell recomendedian
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-01-27,"
  Perfect. Brilliant great quality and fit. Totally waterproof.  Bought these for a family member but have previously ordered these in a smaller size for myself.  Happy with both purchases and mine have lasted really well and still waterproof.  Thank you.
",0
Dunlop Compass Flick Bell,shoes,10.10,1.0,United Kingdom,2020-01-06,"
  Good price but terrible product. If your going to wear once a week for 5mins then they will probably be ok. For me they lasted 2 months then split contacted seller but your warranty is basically the returns period. You really do get what you pay for!
",1
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-06-10,"
  Bought for doing the garden and generally for jobs involving the power hose. Very happy with them, I had a more expensive pair made for trespass which weren't rubber, they lasted a year before perishing. Last Dunlop pair lasted 8 years before I wore them out, great value
",0
Dunlop Compass Flick Bell,shoes,10.10,1.0,United Kingdom,2020-02-19,"
  I returned this items caus it was too big, but I haven't got any conformation from the seller (I did one 10 days ago). Seller does not reply my emails.
",1
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-04-24,"
  Got these for my Dad he's 82 and loves his garden. Really happy with the boots good fit nice wide tops makes them easy to get on and off. Altogether thumbs up.
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-03-22,"
  With loads to select from, just went for these.  Ordered a size 11, and with padded inserts, they fit extreamly well.  Also very comfortable to walk in from the go.
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-02-14,"
  A little larger than expected but an extra pair of socks won’t go a miss. They are quite heavy too but that doesn’t worry me, they will give my legs a good work out!!
",0
Dunlop Compass Flick Bell,shoes,10.10,4.0,United Kingdom,2020-04-05,"
  Wellies are sturdy and great value compared to similar. They are a very wide fit. Be prepared to wear thick socks if you feet aren’t really wide. Otherwise very please with these for the cost.
",0
Dunlop Compass Flick Bell,shoes,10.10,4.0,United Kingdom,2020-02-29,"
  All good so far, plenty of room, slightly on the large size but not that I cant wear them. Happy so far but only been used a couple times so far.
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2019-12-16,"
  I wear Dunlop wellies for farming & dog walking, durable & functional, who needs fashion when covered in mud.  Soles are a bit thin so I buy gel insoles & wellies in next size up, perfect
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-04-27,"
  Perfect... Just what my daughter wanted as her replacement wellies. Fit as expected, arrived quickly and in great condition.
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-02-18,"
  Item arrived promptly and with less packaging which was great. Fit as expected I am a size 6 so ordered a size 6 and plenty of room for thick socks.
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-06-18,"
  A really good boot.  I had a much more expensive pair and they lasted 10 minutes. Theses lol and feel as if they will last year's.
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-06-27,"
  The wellies arrived promptly. They’re comfy apart from being slightly on the large side, but a thick pair of socks should do the trick. I’ve been in puddles and wet grass and no leakage, so I’m really pleased with them.
",0
Dunlop Compass Flick Bell,shoes,10.10,3.0,United Kingdom,2019-12-09,"
  To tight to small, being Dunlope  should have been better but wasn`t, return for refund, which cost me more than what the wellington was
",0
Dunlop Compass Flick Bell,shoes,10.10,3.0,United Kingdom,2020-07-23,"
  Delivery was terrible as was meant to be next day but end up being 4 days later.Product are ok. Keep your feet dry like wellies do. Used them to walk through a river but wear thick socks for comfort as wellies in general arent designed for long walking
",0
Dunlop Compass Flick Bell,shoes,10.10,3.0,United Kingdom,2020-03-21,"
  They are what you expect for the price I would order a size or two below as they are a very loose fit
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-03-02,"
  A decent set of good value wellies. They are roomy, but would be a perfect fit with a pair of thick socks.
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-07-16,"
  They are bigger than a shoe size but that means room for extra socks come winter
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-02-19,"
  So pleased with these wellies. Very sturdy, big enough to wear with socks, well made, good quality, Would definately recommend
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-07-21,"
  They get used every day for dog walking, so comfort is important. They fit well slightly large and they keep me dry in rivers and streams! Good value
",0
Dunlop Compass Flick Bell,shoes,10.10,4.0,United Kingdom,2020-07-19,"
  These are just straight forward wellies, nothing special but do the job on a wet muddy day.
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-06-20,"
  For the price, unbeatable, looks like they are built to last, will buy again.
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-03-22,"
  Hubby happy with them. Good value basic wellie. Plenty of room when buying normal shoe size.
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-07-14,"
  Fantastic wellies for the price,feet fitted great ,comfortable and sooo strong .
",0
Dunlop Compass Flick Bell,shoes,10.10,3.0,United Kingdom,2020-01-19,"
  Large fit. My son wears 9 and half shoe.Ordered size 9, and Wellington socks, but very big
",0
Dunlop Compass Flick Bell,shoes,10.10,5.0,United Kingdom,2020-05-08,"
  My last pair lasted a year so hope these do too. They are comfortable and ideal for walking the dog in muddy fields
",0
